"Location","Production","Startup",
"Flueelen","55.2","2009",
"Beromuenster","55.2","2010",
"Oberuzwil","55.2","2011",
"Grandson","55.4","2012",
"Sonnental","55.4","2016",
"Wängi","55.4","2015",
"Guntershausen b. Aadorf","55.6","2011",
"Uitikon","55.7","2015",
"Jonen","55.7","2011",
"Zuzwil","55.8","2010",
"Merlischachen","55.8","2011",
"Mühleberg","55.8","2011",
"Detligen","55.9","2012",
"Ebnet","55.9","2011",
"Trübbach","55.9","2013",
"Wittenbach","55.9","2012",
"Elgg","56","2011",
"Schüpfen","56","2011",
"Belp","56.1","2015",
"Oschwand","56.1","2010",
"Davos Dorf","56.2","2015",
"Hofstetten","56.2","2011",
"Oensingen","56.2","2011",
"Chiasso","56.2","2012",
"Wilchingen","56.2","2013",
"Erstfeld","56.3","2011",
"Wuppenau","56.3","2013",
"Surcuolm","56.4","2015",
"Bern","56.4","2011",
"Russikon","56.4","2014",
"Uster","56.6","2011",
"Ruswil","56.6","2012",
"Niederbipp","56.6","2010",
"Lausen","56.6","2011",
"Rheinfelden","56.6","2014",
"Rheinfelden","56.6","2014",
"Hirzel","56.7","2012",
"Entlebuch","56.7","2011",
"Herisau","56.7","2013",
"Frauenfeld","56.7","2013",
"Andwil","56.7","2014",
"Mümliswil-Ramiswil","57","2015",
"Benzenschwil","57","2009",
"Bonstetten","57","2012",
"Trogen","57","2015",
"Escholzmatt","57","2011",
"Aigle","57.1","2010",
"Mümliswil","57.1","2015",
"Lyssach","57.2","2008",
"Bachs","57.2","2015",
"Laufen","57.2","2015",
"Hünenberg","57.2","2015",
"Kriens","57.2","2011",
"Trub","57.3","2011",
"St-George","57.3","2011",
"La Comballaz","57.3","2011",
"Gähwil","57.4","2011",
"Hilfikon","57.4","2014",
"Benken","57.5","2013",
"Furna","57.5","2015",
"Naters","57.5","2012",
"Ersigen","57.5","2012",
"Hüttwilen","57.6","2017",
"Gipf-Oberfrick","57.6","2012",
"Arezen","57.6","2011",
"Démoret","57.7","2012",
"Schleitheim","57.8","2013",
"Appenzell","57.8","2008",
"Hindelbank","57.8","2011",
"Hinterfultigen","57.8","2011",
"Schwadernau","57.8","2011",
"Itingen","57.8","2009",
"Itingen","57.8","2009",
"Rabius","57.8","2011",
"Messen","57.8","2011",
"Hüttikon","58","2017",
"Steckborn","58.1","2012",
"Aeschi","58.2","2011",
"Hilfikon","58.2","2014",
"Bernex","58.2","2009",
"Grenchen","58.3","2011",
"Le Grand-Saconnex","58.3","2010",
"Kaltbrunn","58.3","2013",
"Sumiswald","58.3","2011",
"Wittenbach","58.3","2012",
"Remetschwil","58.4","2009",
"Muri","58.5","2009",
"Hohenrain","58.5","2011",
"Ormalingen","58.5","2011",
"Hauenstein","58.5","2010",
"Dättlikon","58.6","2013",
"Sempach","58.6","2014",
"Basel","58.8","2012",
"Bonaduz","58.9","2014",
"Wolhusen","58.9","2012",
"Kloten","59","2012",
"Kirchberg","59","2015",
"Trogen","59.1","2007",
"Eichberg","59.2","2011",
"Amriswil","59.2","2013",
"Sax","59.3","2012",
"Fislisbach","59.4","2016",
"Obernau","59.4","2013",
"Zug","59.4","2016",
"Kleindietwil","59.4","2012",
"Kägiswil","59.4","2016",
"Eggiwil","59.5","2012",
"Schwanden","59.5","2013",
"Spreitenbach","59.5","2016",
"Aigle","59.6","2012",
"Leibstadt","59.6","2011",
"Sissach","59.7","2011",
"Obersaxen","59.8","2011",
"Zell","59.8","2012",
"Selzach","59.9","2012",
"Basel","59.9","2011",
"Oberegg","60","2011",
"Oberried am Brienzersee","60","2011",
"Basel","60","2010",
"Ins","60","2011",
"Krinau","60","2015",
"Lenggenwil","60","2015",
"Maschwanden","60","2012",
"Glarus","60","2012",
"Rheinfelden","60.1","2010",
"Buchs","60.1","2010",
"Frauenfeld","60.1","2015",
"Genthod","60.2","2011",
"Sempach","60.3","2015",
"Mühleberg","60.3","2011",
"Hermetschwil-Staffeln","60.4","2013",
"Herdern","60.5","2015",
"Rueun","60.5","2012",
"Ueberstorf","60.6","2011",
"Ftan","60.7","2012",
"Wiedlisbach","60.8","2016",
"Egnach","60.9","2009",
"Oberriet","60.9","2009",
"Wangs","61","2011",
"Naters","61","2012",
"La Chaux-de-Fonds","61","2011",
"Wittnau","61.1","2013",
"Wernetshausen","61.1","2012",
"Thun","61.2","2013",
"Baar","61.2","2013",
"Seeberg","61.2","2012",
"Hörhausen","61.3","2015",
"Schötz","61.3","2011",
"Trogne","61.4","2014",
"Düdingen","61.4","2009",
"Ichertswil","61.4","2011",
"Dallenwil","61.5","2012",
"Le Brassus","61.5","2012",
"Lotzwil","61.6","2014",
"Moerschwil","61.6","2015",
"Wetzikon","61.6","2008",
"Beggingen","61.6","2015",
"Rüegsbach","61.6","2011",
"Veltheim","61.6","2014",
"Lavin","61.6","2014",
"Rickenbach","61.7","2009",
"Vernier","61.7","2010",
"Zollikofen","61.7","2013",
"Niederuzwil","61.8","2012",
"Fanas","61.9","2011",
"Laax","61.9","2015",
"Breitenbach","62","2011",
"Edlibach","62","2014",
"Gommiswald","62","2012",
"Tafers","62.1","2009",
"Flawil","62.2","2014",
"Bex","62.2","2013",
"Sent","62.3","2011",
"Ebnat-Kappel","62.3","2011",
"Rafz","62.4","2013",
"Mühlau","62.4","2014",
"Cadro","62.4","2011",
"Wald","62.4","2015",
"Mellikon","62.4","2012",
"Vaz/Obervaz","62.6","2011",
"Rohrbach","62.6","2011",
"Rüeggisberg","62.6","2017",
"Menznau","62.7","2015",
"Pfäffikon","62.7","2012",
"Marbach","62.7","2013",
"Rohrbach","62.7","2011",
"Tuttwil","62.8","2008",
"Zollikerberg","62.8","2011",
"Perly-Certoux","62.8","2010",
"Haslen","62.9","2008",
"Leibstadt","63","2013",
"Troistorrents","63","2009",
"Wichtrach","63","2009",
"Bubendorf","63","2013",
"Mörschwil","63","2015",
"Lanzenhäusern","63","2013",
"Ipsach","63.1","2009",
"Homburg","63.2","2011",
"Ramsen","63.2","2011",
"Malters","63.2","2013",
"Zürich","63.2","2013",
"Untersiggenthal","63.3","2012",
"Zunzgen","63.4","2008",
"Marin-Epagnier","63.4","2009",
"Romanel-sur-Lausanne","63.5","2012",
"Küblis","63.5","2011",
"Ebersecken","63.5","2013",
"Arezen","63.6","2015",
"Puidoux","63.6","2012",
"Ftan","63.6","2010",
"Winterthur","63.6","2011",
"Ballwil","63.6","2016",
"Schlieren","63.6","2012",
"Ernen","63.7","2012",
"Goldingen","63.8","2012",
"Eriswil","63.8","2012",
"Ebnat-Kappel","63.8","2011",
"Schönried","63.8","2012",
"Samedan","63.9","2010",
"Matzendorf","64","2013",
"Flumserberg","64","2008",
"Mötschwil","64","2011",
"Hagendorn","64","2009",
"Ziegelbrücke","64","2015",
"Altstätten","64.1","2011",
"Ballwil","64.1","2013",
"Le Noirmont","64.2","2009",
"Elsau","64.2","2010",
"Hildisrieden","64.2","2015",
"Au","64.2","2015",
"Adligenswil","64.3","2012",
"Rheinfelden","64.3","2014",
"Rheinfelden","64.3","2014",
"Belfaux","64.3","2012",
"Sünikon","64.4","2011",
"Andhausen","64.4","2009",
"Ernetschwil","64.4","2013",
"Weite","64.6","2012",
"Gossau","64.6","2011",
"Uetendorf","64.8","2009",
"Bachs","64.8","2011",
"Lyss","64.8","2013",
"Thayngen","64.8","2016",
"Goldingen","64.8","2015",
"Bremgarten","64.9","2013",
"Bischofszell","65","2012",
"Heiden","65","2012",
"Schattdorf","65","2012",
"Marly","65.1","2013",
"Aetigkofen","65.2","2012",
"Seelisberg","65.3","2015",
"Thalwil","65.3","2013",
"Effretikon","65.3","2011",
"Dättlikon","65.3","2012",
"Mamishaus","65.3","2013",
"Ennetmoos","65.4","2008",
"Buchs","65.4","2008",
"Hatswil","65.4","2011",
"Heitenried","65.5","2010",
"Gossau","65.5","2011",
"Rüthi","65.5","2016",
"Gals","65.5","2012",
"Diepoldsau","65.7","2010",
"Wildhaus","65.8","2015",
"Longirod","65.8","2013",
"Mattstetten","65.8","2013",
"Kölliken","65.8","2011",
"Berg TG","66","2011",
"Oberuzwil","66","2012",
"Utzenstorf","66","2015",
"Kirchberg","66.1","2015",
"Aesch","66.2","2012",
"Oppligen","66.3","2008",
"Auswil","66.3","2011",
"Cottens","66.5","2012",
"Muri","66.5","2011",
"Sion","66.5","2012",
"Pampigny","66.5","2015",
"Allschwil","66.7","2011",
"Schongau","67","2010",
"Vicques","67","2012",
"Gstaad","67","2009",
"Wängi","67","2011",
"Bonstetten","67","2013",
"Seedorf","67","2011",
"Steffisburg","67.1","2012",
"Mels","67.1","2011",
"Erlenbach","67.2","2009",
"Oberiberg","67.2","2015",
"Wolfertswil","67.2","2016",
"Homburg","67.3","2013",
"Seon","67.5","2009",
"Gossau","67.5","2008",
"Yverdon-les-Bains","67.5","2009",
"Wauwil","67.5","2017",
"Le Cerneux-Veusil","67.5","2008",
"Le Cerneux-Veusil","67.5","2008",
"Les Ponts-de-Martel","67.8","2013",
"Wittnau","67.9","2012",
"Schönengrund","67.9","2014",
"Andelfingen","68","2013",
"Puidoux","68","2009",
"Carrouge","68","2009",
"Lohn-Ammannsegg","68.2","2015",
"Le Prese","68.4","2013",
"Wattwil","68.4","2014",
"Grossaffoltern","68.4","2016",
"Reinach","68.5","2015",
"Raron","68.6","2013",
"Baar","68.6","2014",
"Schaffhausen","68.6","2013",
"Zweisimmen","68.6","2011",
"Muri","68.6","2015",
"Zell","68.6","2015",
"Galmiz","68.6","2016",
"Klingnau","68.7","2012",
"Paspels","68.7","2009",
"Cham","68.7","2009",
"Niederhasli","68.9","2012",
"Domat / Ems","68.9","2009",
"Steinach","68.9","2015",
"Vuarrens","68.9","2011",
"Le Monr-sur-Lausanne","68.9","2012",
"Steinhuserberg","68.9","2013",
"Engelburg","69.1","2012",
"Zollikofen","69.1","2011",
"Baden","69.1","2010",
"Rüedisbach","69.1","2012",
"Dulliken","69.1","2011",
"Dürnten","69.2","2013",
"Cresta (Avers)","69.2","2012",
"St.Gallen","69.3","2009",
"Zuzwil","69.3","2013",
"Zuzwil","69.3","2013",
"Ebikon","69.4","2015",
"Sins","69.4","2011",
"Steckborn","69.6","2013",
"Schlieren","69.6","2017",
"Einsiedeln","69.6","2011",
"Lamboing","69.7","2013",
"Russikon","69.8","2014",
"Trasadingen","69.8","2008",
"Cimalmotto","69.9","2012",
"Wald","70","2014",
"Wohlen","70","2013",
"Delémont","70","2012",
"Les Moulins","70","2009",
"Porrentruy","70","2012",
"Steinhuserberg","70","2011",
"Petit-Lancy","70","2009",
"Echandens","70.2","2013",
"Basel","70.2","2010",
"Kerns","70.2","2014",
"Praden","70.2","2016",
"Wohlen b. Bern","70.2","2012",
"Würenlos","70.3","2011",
"Fanas","70.4","2011",
"Aesch","70.4","2015",
"Stans","70.5","2011",
"Gossau","70.5","2011",
"Altdorf","70.5","2016",
"Murzelen","70.6","2012",
"Olten","70.6","2011",
"Dottikon","70.6","2012",
"Sirnach","70.7","2015",
"Ursenbach","70.8","2011",
"Saxon","70.8","2011",
"La Chaux-De-Fonds","70.8","2014",
"Trachslau","70.9","2015",
"Kesswil","70.9","2011",
"Ottikon b. Kempthal","70.9","2011",
"Lieli","71.2","2016",
"Gams","71.3","2013",
"Seengen","71.3","2013",
"Ernetschwil","71.4","2011",
"Unterseen","71.4","2010",
"Oberthal","71.4","2013",
"Brugg","71.4","2014",
"Schwarzenbach","71.4","2012",
"Gunzgen","71.4","2011",
"Thayngen","71.5","2014",
"Gwatt","71.6","2013",
"Zuckenriet","71.7","2009",
"Riedtwil","71.7","2010",
"Niederwil","71.7","2013",
"Mörschwil","71.8","2010",
"Oberwil bei Büren","71.8","2013",
"Turtmann","71.8","2014",
"Corcelles","71.9","2012",
"Arth","71.9","2012",
"Braunau","71.9","2017",
"Ruswil","72","2013",
"Donat","72","2010",
"Wohlen","72","2016",
"Lax","72","2011",
"Gais","72.1","2014",
"Mühledorf","72.2","2016",
"Lobsigen","72.4","2011",
"Oberbussnang","72.4","2013",
"Sursee","72.4","2014",
"Opfikon","72.4","2011",
"Rehetobel","72.6","2009",
"Hirzel","72.6","2015",
"Flumserberg","72.7","2008",
"Beromünster","72.8","2011",
"Vattiz","72.8","2015",
"Linden","72.8","2011",
"Neuenegg","72.8","2015",
"Kreuzlingen","72.9","2011",
"Gelterkinden","72.9","2013",
"Büren an der Aare","73","2011",
"Geltwil","73","2012",
"Affoltern","73.1","2015",
"Baar","73.1","2016",
"Ried-Brig","73.1","2011",
"Kerns","73.2","2013",
"St. Ursen","73.4","2011",
"Kappel","73.4","2011",
"Kappel","73.4","2011",
"Elgg","73.4","2013",
"Aesch bei Neftenbach","73.5","2011",
"Deisswil","73.5","2012",
"Hittnau","73.6","2011",
"Gimel","73.9","2010",
"Russikon","73.9","2011",
"Langnau","74","2009",
"Fulenbach","74","2011",
"La Roche","74.1","2013",
"Uesslingen","74.2","2015",
"Sarnen","74.2","2017",
"Homburg","74.3","2011",
"Liestal","74.3","2011",
"Hergiswil b. Willisau","74.3","2011",
"Trachslau","74.4","2015",
"Erlenbach","74.4","2009",
"Gossau","74.4","2011",
"Schwanden","74.4","2014",
"Beromünster","74.4","2013",
"Hinwil","74.5","2011",
"Gunzwil","74.5","2012",
"Löhningen","74.6","2008",
"Cremin","74.6","2010",
"Au","74.6","2012",
"Molinis","74.6","2014",
"Waltenschwil","74.7","2011",
"Eschenz","74.8","2014",
"Lütisburg-Station","74.8","2015",
"Deitingen","74.9","2014",
"Wiezikon b. Sirnach","74.9","2016",
"Greifensee","75","2012",
"Burgistein","75","2012",
"Davos Dorf","75","2013",
"Rengg","75.1","2013",
"Bözen","75.2","2011",
"Sursee","75.2","2014",
"Teufen","75.5","2015",
"Auw","75.6","2013",
"Schachen","75.7","2009",
"Le Prese","75.7","2014",
"Ormalingen","75.8","2011",
"Heiligenschwendi","76","2015",
"Gy","76","2010",
"Dotzigen","76","2015",
"Beinwil am See","76.1","2012",
"Schönried","76.1","2011",
"Neudorf","76.1","2015",
"Eriz","76.3","2012",
"Schenkon","76.3","2009",
"Rüttenen","76.4","2015",
"Waldkirch","76.4","2012",
"Oberuzwil","76.4","2014",
"Cernier","76.4","2011",
"Küsnacht","76.6","2010",
"Aathal-Seegräben","76.9","2012",
"Vuarrens","77.1","2012",
"Menznau","77.2","2011",
"Wädenswil","77.2","2011",
"Enggistein","77.2","2015",
"Ranflüh","77.2","2012",
"Grüningen","77.4","2012",
"Hüttlingen","77.4","2016",
"Herbligen","77.5","2011",
"Schinznach-Dorf","77.5","2013",
"Rheinfelden","77.5","2014",
"Rheinfelden","77.5","2014",
"Fully","77.6","2012",
"Lütisburg","77.7","2011",
"Guntalingen","77.8","2013",
"Küblis","77.8","2012",
"Birmenstorf","77.8","2011",
"Birmenstorf","77.8","2011",
"Buttisholz","77.8","2012",
"Jenaz","77.9","2011",
"St. Ursen","78","2011",
"Thundorf","78","2011",
"Rüttenen","78","2015",
"Solothurn","78","2015",
"Wahlen","78","2013",
"Sonterswil","78.1","2015",
"Gossau","78.2","2011",
"Lax","78.2","2011",
"Lamboing","78.3","2015",
"Lamboing","78.3","2015",
"Kriens","78.3","2008",
"Zug","78.4","2014",
"Heitenried","78.4","2011",
"Bauma","78.4","2014",
"Doppleschwand","78.4","2012",
"La Ferrière","78.4","2015",
"Flums","78.5","2008",
"Uetikon am See","78.5","2012",
"Kägiswil","78.5","2014",
"Pratteln","78.5","2009",
"Yverdon-les-bains","78.7","2011",
"Schüpfheim","78.7","2015",
"Eschlikon","78.8","2011",
"Schwyz","78.8","2010",
"Vich","79","2008",
"Ennetmoos","79","2015",
"Bisikon","79","2015",
"Steinmaur","79.1","2010",
"Beringen","79.2","2011",
"Meyrin","79.2","2008",
"Maur","79.2","2014",
"Roggwil","79.3","2013",
"Wald","79.3","2013",
"Oberegg","79.3","2008",
"Märstetten","79.3","2014",
"Untervaz","79.4","2011",
"Anwil","79.5","2015",
"Genf","79.6","2015",
"Tafers","79.6","2012",
"Au","79.7","2011",
"Uetikon","79.8","2011",
"Assens","79.9","2010",
"Grimisuat","80","2012",
"Einsiedeln","80","2011",
"Avenches","80","2012",
"Müstair","80.1","2012",
"Stalden","80.1","2015",
"Entlebuch","80.1","2012",
"Iselisberg","80.1","2013",
"Sevelen","80.1","2014",
"Pfyn","80.2","2013",
"Biezwil","80.3","2013",
"Poschiavo","80.3","2014",
"Hofstatt","80.3","2015",
"Orvin","80.3","2012",
"Uebeschi","80.3","2014",
"Seewis Dorf","80.4","2012",
"Bad Ragaz","80.5","2014",
"Oberembrach","80.6","2011",
"Le Lignon","80.6","2009",
"Spreitenbach","80.6","2012",
"Malans","80.6","2015",
"Rieden","80.9","2015",
"Eppenberg","81.1","2013",
"Rosshäusern","81.2","2011",
"Scheuren","81.2","2015",
"Giswil","81.3","2016",
"Hüttlingen","81.5","2015",
"Münchenstein","81.5","2011",
"Burgdorf","81.5","2011",
"Altstätten","81.6","2011",
"Martigny","81.6","2012",
"Inwil","81.6","2015",
"Monthey","81.6","2011",
"Aeschi","81.7","2011",
"Winterthur","81.7","2011",
"Root","81.8","2011",
"Buochs","81.9","2015",
"Meyrin","81.9","2013",
"St. Erhard","82","2011",
"Provence","82.1","2011",
"Alikon / Sins","82.1","2013",
"Werthenstein","82.1","2012",
"Rothenburg","82.2","2014",
"Zug","82.2","2015",
"Kesswil","82.2","2013",
"Schönenberg","82.3","2015",
"Stalden","82.4","2011",
"Stalden","82.4","2011",
"Büren zum Hof","82.5","2012",
"Altstätten","82.5","2011",
"Winden","82.5","2011",
"Oberhofen","82.5","2014",
"Birmensdorf","82.5","2013",
"Benken","82.6","2011",
"Rheinfelden","82.6","2014",
"Rheinfelden","82.6","2014",
"Tramelan","82.7","2014",
"Le Noirmont","82.7","2010",
"Wislikofen","82.8","2011",
"Matzendorf","82.9","2011",
"Seewen","83","2011",
"Le Cerneux-Veusil","83","2008",
"Steinach","83.1","2013",
"Villarlod","83.2","2011",
"Klosters Dorf","83.2","2012",
"Nürensdorf","83.2","2013",
"Dietikon","83.2","2016",
"Ebersecken","83.2","2013",
"Walterswil","83.3","2011",
"Zignau","83.4","2013",
"Hellbühl","83.4","2011",
"Genolier","83.6","2010",
"Sursee","84","2012",
"Villaz-St-Pierre","84","2011",
"Kiesen","84","2014",
"Recherswil","84","2011",
"Farden","84","2014",
"Basel","84.1","2010",
"Mörschwil","84.2","2011",
"Visperterminen","84.2","2013",
"Laax","84.2","2014",
"Trübbach","84.2","2015",
"Menzingen","84.2","2015",
"Rickenbach","84.2","2015",
"Engishofen","84.3","2015",
"Mettmenstetten","84.4","2013",
"Jonschwil","84.5","2009",
"Weiningen","84.5","2012",
"Kiesen","84.5","2012",
"Ricketwil","84.8","2011",
"Villmergen","84.8","2016",
"Rapperswil","85","2011",
"Rüthi","85","2015",
"Rüthi","85","2015",
"Ebikon","85.1","2014",
"Muttenz","85.2","2011",
"Schmitten","85.2","2013",
"Waldkirch","85.4","2015",
"Bottmingen","85.5","2012",
"Gams","85.6","2011",
"Li Curt","85.7","2013",
"Risch (ZG)","85.8","2016",
"Jaun","85.8","2016",
"Dotzigen","85.8","2016",
"Rossrüti","85.8","2015",
"Fahrwangen","85.8","2015",
"Münchenstein","85.8","2012",
"Sempach","85.9","2012",
"Erlinsbach","85.9","2012",
"Oberbüren","86","2016",
"Diessbach","86.1","2011",
"Köniz","86.2","2011",
"Schüpfen","86.3","2011",
"Iffwil","86.4","2009",
"Sementina","86.4","2013",
"Meyrin","86.4","2011",
"Ettiswil","86.4","2015",
"Zielebach","86.4","2015",
"Weinfelden","86.5","2011",
"Wettingen","86.6","2012",
"Wolfwil","86.6","2011",
"Zuchwil","86.8","2011",
"Mötschwil","86.9","2012",
"Dietikon","87.1","2016",
"Thun-Allmendingen","87.4","2016",
"Spreitenbach","87.4","2015",
"Aeschi","87.4","2010",
"Sent","87.4","2014",
"Unterentfelden","87.5","2011",
"Retschwil","87.6","2015",
"Uster","87.7","2012",
"Saulcy","87.8","2011",
"Wil","87.8","2015",
"Klingnau","87.9","2015",
"Villars-Sainte-Croix","87.9","2011",
"Wettingen","87.9","2013",
"Oberegg","87.9","2009",
"Winterthur","88","2007",
"Winterthur","88","2007",
"Winterthur","88","2007",
"Rohrmatt","88","2011",
"Erlenbach","88.1","2011",
"Gontenschwil","88.1","2012",
"Chavannes-de-Bogis","88.2","2011",
"Belp","88.3","2012",
"Biberist","88.3","2011",
"Steinhausen","88.4","2012",
"Ufhusen","88.5","2013",
"Scheuren","88.6","2015",
"Meilen","88.6","2012",
"Bangerten b. Dieterswil","88.7","2015",
"Tann","88.8","2012",
"Bibern","89.3","2012",
"Seuzach","89.3","2012",
"Lausanne","89.3","2012",
"Les Thioleyres","89.5","2013",
"Uznach","89.6","2011",
"Bretzwil","89.7","2011",
"Frutigen","89.9","2010",
"Fully","90.1","2012",
"Malters","90.1","2013",
"Schafisheim","90.1","2016",
"Noflen","90.2","2012",
"Aesch","90.2","2013",
"Ried-Mörel","90.3","2011",
"Im Fang","90.3","2012",
"Recherswil","90.5","2014",
"Donat","90.5","2014",
"Cugy","90.5","2013",
"Falera","90.5","2013",
"Sumiswald","90.5","2013",
"Sempach","90.6","2015",
"Nohl","90.7","2013",
"Zuzwil","90.7","2013",
"Kerns","90.7","2014",
"Menziken","90.8","2013",
"Balerna","90.9","2013",
"Lommiswil","91","2011",
"Morissen","91","2015",
"Davos Dorf","91","2015",
"Eclépens","91.1","2010",
"Renens","91.1","2013",
"Müllheim","91.4","2012",
"Basadingen","91.4","2012",
"Rances","91.5","2012",
"Pfyn","91.5","2012",
"Wohlen b. Bern","91.6","2009",
"Kleinbösingen","91.8","2012",
"Reckingen","91.8","2012",
"Steffisburg","91.8","2015",
"Rain","91.8","2012",
"Dietschwil","91.8","2015",
"Müselbach","92","2011",
"Herrliberg","92","2016",
"Necker","92.1","2012",
"Hedingen","92.1","2011",
"Oberriet","92.1","2011",
"Thayngen","92.2","2011",
"Eriswil","92.2","2013",
"Wuppenau","92.4","2013",
"Hauptwil","92.4","2012",
"Müstair","92.4","2013",
"Rennaz","92.6","2010",
"Diemtigen","92.6","2011",
"Steinhausen","92.6","2013",
"Küssnacht","92.8","2016",
"Kirchberg","92.8","2011",
"Zuoz","92.8","2014",
"Samedan","92.8","2014",
"Basel","92.9","2011",
"Herdern","92.9","2015",
"Pfäffikon","93","2015",
"Pfäffikon","93","2015",
"Rovray","93","2012",
"Attiswil","93","2012",
"Cortaillod","93.1","2013",
"Neu St. Johann","93.2","2015",
"Kriens","93.3","2012",
"Günsberg","93.3","2013",
"Matten i/s","93.6","2013",
"Wisen","93.6","2012",
"Diepoldsau","93.6","2012",
"Ziegelbrücke","93.6","2016",
"Aeschi bei Spiez","93.6","2015",
"Deitingen","93.8","2009",
"Hauenstein","93.8","2013",
"Münsingen","93.9","2011",
"Tägerwilen","94","2011",
"Basadingen","94.1","2014",
"Gohl","94.1","2012",
"Wuppenau","94.1","2013",
"Utzigen","94.1","2011",
"Schönbühl","94.2","2011",
"Seehof","94.4","2014",
"Unterkulm","94.4","2015",
"Amriswil","94.5","2013",
"Herisau","94.5","2016",
"Winterthur","94.6","2011",
"Müllheim","94.6","2015",
"Tägerwilen","94.6","2011",
"Alberswil","94.6","2009",
"Säriswil","94.6","2013",
"Lustdorf","94.6","2016",
"Landiswil","94.7","2011",
"Wald","95","2012",
"Herbetswil","95","2012",
"Schnottwil","95","2015",
"Oppligen","95.3","2011",
"Heiden","95.3","2007",
"S. Carlo","95.4","2013",
"Herisau","95.7","2014",
"Münchringen","95.7","2012",
"Büriswilen","95.8","2007",
"Dietikon","96.1","2009",
"Oberbalm","96.2","2009",
"Bissegg","96.3","2011",
"Haag SG","96.4","2011",
"Wasterkingen","96.4","2012",
"Zollbrück","96.5","2009",
"Lumbrein","96.5","2015",
"Kägiswil","96.7","2013",
"Cunter","96.9","2012",
"Säriswil","97","2011",
"Nebikon LU","97","2012",
"Bernex","97","2011",
"Othmarsingen","97.1","2011",
"Trachslau","97.1","2015",
"Alterswil","97.2","2009",
"Dreien","97.2","2012",
"Rütihof","97.2","2013",
"Sulz","97.3","2012",
"Ettiswil","97.8","2013",
"Muolen","97.8","2014",
"Laupersdorf","97.8","2015",
"Kaltbrunn","97.8","2013",
"Grabs","97.8","2013",
"Sédeilles","97.8","2011",
"Ottoberg","97.8","2015",
"Sulz","97.9","2013",
"Winterthur","98","2011",
"Küsnacht","98","2012",
"Ruswil","98","2011",
"Seewen","98","2011",
"La Tour-de-Peilz","98","2015",
"Dotzigen","98","2012",
"Heimenhausen","98","2012",
"Richenthal","98","2015",
"LOrient","98.1","2012",
"Avry","98.2","2011",
"Hittnau","98.2","2013",
"Würenlos","98.3","2014",
"Madiswil","98.3","2011",
"Turbenthal","98.3","2009",
"Montlingen","98.5","2011",
"Villigen","98.5","2014",
"Freidorf","98.5","2016",
"Eschenbach","98.5","2013",
"Liestal","98.6","2012",
"Estavayer-le-Lac","98.7","2011",
"Knonau","98.8","2011",
"Reinach","98.8","2009",
"Romairon","99","2016",
"Schüpfen","99","2011",
"Winterthur","99","2013",
"Villigen","99.1","2014",
"Lengnau","99.1","2012",
"Erlach","99.2","2012",
"Gränichen","99.2","2011",
"Chur","99.3","2010",
"Säriswil","99.3","2015",
"Saas im Prättigau","99.3","2015",
"Schinznach Dorf","99.4","2015",
"Oberwangen","99.6","2011",
"Unterwasser","99.6","2015",
"Spiez","99.6","2013",
"Boll","99.7","2012",
"Palézieux-Village","99.7","2012",
"Dürrenroth","99.8","2011",
"Lussy-sur-Morges","99.8","2011",
"Scheunen","99.8","2012",
"Schüpfheim","99.8","2015",
"Meggen","99.8","2013",
"Langenthal","99.8","2013",
"Eischoll","99.8","2015",
"Brunnen","99.9","2011",
"Seedorf","99.9","2011",
"Rumisberg","99.9","2011",
"Seon","99.9","2015",
"Herisau","100","2016",
"Rosshäusern","100","2012",
"Valchava","100","2015",
"Rossrüti","100","2013",
"Niederbuchsiten","100.1","2014",
"Hettenschwil","100.2","2014",
"Gelterkinden","100.3","2011",
"St.Antoni","100.3","2012",
"Muntelier","100.4","2009",
"Willisau","100.4","2014",
"Matran","100.5","2009",
"St. Antoni","100.5","2015",
"Meggen","100.5","2015",
"Hauptikon","100.6","2016",
"Zollikon","100.6","2017",
"Wollerau","100.7","2011",
"Hittnau","100.8","2009",
"Gorgier","100.8","2012",
"Bützberg","100.8","2016",
"Zwillikon","100.8","2016",
"Rothenburg","100.9","2010",
"Steinmaur","100.9","2015",
"Steinerberg","100.9","2012",
"Möhlin","100.9","2015",
"Mendrisio","101","2013",
"Hofstatt","101","2015",
"Rothenthurm","101.3","2010",
"Rheinau","101.4","2013",
"Uster","101.4","2013",
"Gümligen","101.5","2015",
"Madiswil","101.5","2011",
"Schangnau","101.6","2013",
"Aeschi bei Spiez","101.6","2010",
"Kaltbrunn","101.7","2012",
"Sevelen","101.8","2011",
"Therwil","101.8","2012",
"Fiesch","101.8","2012",
"Buchberg","101.9","2013",
"Affeltrangen","101.9","2015",
"Fehren","102","2012",
"Gempenach","102","2012",
"Bonstetten","102.4","2011",
"Aigle","102.4","2013",
"Grabs","102.4","2012",
"Schlatt Leuggern","102.5","2015",
"Wattwil","102.7","2010",
"Sivieriez","102.7","2008",
"Wolfhausen","102.7","2012",
"Ollon","102.7","2014",
"Ollon","102.7","2014",
"Lyss","103","2016",
"Nürensdorf","103","2013",
"Benken","103","2017",
"Eggersriet","103.2","2017",
"Erlinsbach","103.3","2010",
"Altishofen","103.3","2011",
"Romanel-sur-Morges","103.4","2012",
"Wolfertswil","103.5","2011",
"St-Légier-La Chiésaz","103.5","2013",
"Echallens","103.5","2011",
"Buttisholz","103.6","2013",
